SKU,Name,Description,Short description,Regular price,Categories,Length (mm),Width (mm),Height (mm),Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s)
C300A,Brema 13G Modular Cuber Head. No Bin. Up To 300Kg Production,"<p>Brema's C300A 13g Ice Cube Maker produces an astounding 300kg per day of artisan crystalline ice cubes for the true connoisseur. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 32a</p>
<p>Energy: 2600W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 300kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Huge 300kg per day ice production and compatible with the BIN350 storage bin</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>The perfect unit for restaurants, hotels and bars with large ice production needs</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/C300A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/C300A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/C300A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/C300A_3D.dwg"" target=""_blank"">3D</a></p>
",,9382.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,1250.0,848.0,/wp-uploads/comcater/brema/C300A.jpg,Brand,BREMA,Height,848.0,Depth,580.0,Width,1250.0
C300A-33G,Brema 33G Modular Cuber Head. No Bin. Up To 300Kg Production,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/C300A-33G.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/C300A-33G_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/C300A-33G_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/C300A-33G_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",9382.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,1250.0,848.0,/wp-uploads/comcater/brema/C300A-33G.jpg,Brand,BREMA,Height,848.0,Depth,580.0,Width,1250.0
C300A-42G,Brema 42G Modular Cuber Head. No Bin. Up To 300Kg Production,"<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/C300A-42G.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/C300A-42G_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/C300A-42G_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/C300A-42G_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",9382.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,1250.0,848.0,/wp-uploads/comcater/brema/C300A-42G.jpg,Brand,BREMA,Height,848.0,Depth,580.0,Width,1250.0
CB1265A,Brema 13G Ice Maker With Internal Storage Bin. Up To 130Kg Production 65Kg Storage,"<p>Brema's flagship CB1265A Self Contained 13g Ice Cube Maker produces 130kg per day of artisan crystalline ice cubes with 65kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 15a</p>
<p>Energy: 1050W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 130kg</p>
<p>Storage: 65kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>130kg per day ice production with 65kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for café's, bars, of venues requiring benchtop or freestanding installation</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB1265A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB1265A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB1265A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB1265A_3D.dwg"" target=""_blank"">3D</a></p>
",,6021.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",740.0,840.0,1075.0,/wp-uploads/comcater/brema/CB1265A.jpg,Brand,BREMA,Height,1075.0,Depth,740.0,Width,840.0
CB1565A,Brema 13G Ice Maker With Internal Storage Bin. Up To 155Kg Production 65Kg Storage,"<p>Brema's largest Self Contained 13g Ice Cube Maker, the CB1565A produces 155kg per day of artisan crystalline ice cubes with 65kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 15a</p>
<p>Energy: 1400W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 155kg</p>
<p>Storage: 65kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>155kg per day ice production with 65kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for large venues requiring benchtop or freestanding installation</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB1565A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB1565A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB1565A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB1565A_3D.dwg"" target=""_blank"">3D</a></p>
",,6262.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",740.0,840.0,1075.0,/wp-uploads/comcater/brema/CB1565A.jpg,Brand,BREMA,Height,1075.0,Depth,740.0,Width,840.0
CB1565A-33G,Brema 33G Ice Maker With Internal Storage Bin. Up To 155Kg Production 65Kg Storage,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB1565A-33G.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB1565A-33G_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB1565A-33G_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB1565A-33G_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",6262.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",740.0,840.0,1075.0,/wp-uploads/comcater/brema/CB1565A-33G.jpg,Brand,BREMA,Height,1075.0,Depth,740.0,Width,840.0
CB184A,Brema 13G Ice Maker With Internal Storage Bin. Up To 22Kg Production 4Kg Storage,"<p>Brema's flagship CB184A Self Contained 13g Ice Cube Maker produces 22kg per day of artisan crystalline ice cubes with 4kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240V 10a</p>
<p>Energy: 320W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 21kg</p>
<p>Storage: 4kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>21kg per day ice production with 4kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for café's or smaller operations that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB184A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB184A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB184A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB184A_3D.dwg"" target=""_blank"">3D</a></p>
",,2194.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",404.0,355.0,590.0,/wp-uploads/comcater/brema/CB184A.jpg,Brand,BREMA,Height,590.0,Depth,404.0,Width,355.0
CB249A,Brema 13G Ice Maker With Internal Storage Bin Up To 29Kg Production 9Kg Storage,"<p>Brema's flagship CB249A Self Contained 13g Ice Cube Maker produces 29kg per day of artisan crystalline ice cubes with 9kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 370W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 28kg</p>
<p>Storage: 9kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>28kg per day ice production with 9kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for café's or smaller operations that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB249A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB249A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB249A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB249A_3D.dwg"" target=""_blank"">3D</a></p>
",,2586.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",460.0,390.0,690.0,/wp-uploads/comcater/brema/CB249A.jpg,Brand,BREMA,Height,690.0,Depth,460.0,Width,390.0
CB249A-HCQ-DP,Brema 23G Ice Maker w.Internal Storage Bin Up To 29Kg Production 9Kg Storage AWS R290 refrigerant,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB249A-HCQ-DP.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB249A-HCQ-DP_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB249A-HCQ-DP_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB249A-HCQ-DP_3D.dwg"" target=""_blank"">3D</a></p>
",,3186.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",460.0,390.0,690.0,/wp-uploads/comcater/brema/CB249A-HCQ-DP.jpg,Brand,BREMA,Height,690.0,Depth,460.0,Width,390.0
CB316A,Brema 13G Ice Maker With Internal Storage Bin. Up To 35Kg Production 16Kg Storage,"<p>Brema's flagship CB316A Self Contained 13g Ice Cube Maker produces 35kg per day of artisan crystalline ice cubes with 16kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 370W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 33kg</p>
<p>Storage: 16kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>33kg per day ice production with 16kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for café's, restaurants or bar operations that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB316A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB316A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB316A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB316A_3D.dwg"" target=""_blank"">3D</a></p>
",,2990.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,500.0,690.0,/wp-uploads/comcater/brema/CB316A.jpg,Brand,BREMA,Height,690.0,Depth,580.0,Width,500.0
CB316A-DP,Brema 13G Ice Maker with Internal Storage Bin and Drain Pump. 35Kg Production,"<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB316A-DP.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB316A-DP_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB316A-DP_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB316A-DP_3D.dwg"" target=""_blank"">3D</a></p>
",,3196.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,500.0,690.0,/wp-uploads/comcater/brema/CB316A-DP.jpg,Brand,BREMA,Height,690.0,Depth,580.0,Width,500.0
CB416A,Brema 13G Ice Maker With Internal Storage Bin. Up To 44Kg Production 16Kg Storage,"<p>Brema's flagship CB416A Self Contained 13g Ice Cube Maker produces 44kg per day of artisan crystalline ice cubes with 16kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 450W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 42kg</p>
<p>Storage: 16kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>42kg per day ice production with 16kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for café's, restaurants or bar operations that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB416A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB416A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB416A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB416A_3D.dwg"" target=""_blank"">3D</a></p>
",,3038.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,500.0,690.0,/wp-uploads/comcater/brema/CB416A.jpg,Brand,BREMA,Height,690.0,Depth,580.0,Width,500.0
CB416A-DP,Brema 13G Ice Maker with Internal Storage Bin and Drain Pump. 44Kg Production,"<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB416A-DP.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB416A-DP_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB416A-DP_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB416A-DP_3D.dwg"" target=""_blank"">3D</a></p>
",,3244.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,500.0,690.0,/wp-uploads/comcater/brema/CB416A-DP.jpg,Brand,BREMA,Height,690.0,Depth,580.0,Width,500.0
CB425A,Brema 13G Ice Maker With Internal Storage Bin. Up To 47Kg Production 25Kg Storage,"<p>Brema's flagship CB425A Self Contained 13g Ice Cube Maker produces 47kg per day of artisan crystalline ice cubes with 25kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 500W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 46kg</p>
<p>Storage: 25kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>46kg per day ice production with 25kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for café's, restaurants or bar operations that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB425A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB425A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB425A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB425A_3D.dwg"" target=""_blank"">3D</a></p>
",,3134.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,500.0,800.0,/wp-uploads/comcater/brema/CB425A.jpg,Brand,BREMA,Height,800.0,Depth,580.0,Width,500.0
CB425A-DP,Brema 13G Ice Maker with Internal Storage Bin and Drain Pump. 47Kg Production,"<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB425A-DP.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB425A-DP_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB425A-DP_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB425A-DP_3D.dwg"" target=""_blank"">3D</a></p>
",,3340.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,500.0,800.0,/wp-uploads/comcater/brema/CB425A-DP.jpg,Brand,BREMA,Height,800.0,Depth,580.0,Width,500.0
CB425A-HCQ-DP,Brema 23G Ice Maker w.Internal Storage Bin UpTo 48Kg Production 25Kg Storage AWS R290 refrigerant,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 36 / 36 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB425A-HCQ-DP.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB425A-HCQ-DP_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB425A-HCQ-DP_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB425A-HCQ-DP_3D.dwg"" target=""_blank"">3D</a></p>
",,3834.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",580.0,500.0,800.0,/wp-uploads/comcater/brema/CB425A-HCQ-DP.jpg,Brand,BREMA,Height,800.0,Depth,580.0,Width,500.0
CB640A,Brema 13G Ice Maker With Internal Storage Bin. Up To 67Kg Production 40Kg Storage,"<p>Brema's flagship CB460A Self Contained 13g Ice Cube Maker produces 67kg per day of artisan crystalline ice cubes with 40kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 650W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 65kg</p>
<p>Storage: 40kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>65kg per day ice production with 40kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for restaurants, bars or hotels that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB640A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB640A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB640A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB640A_3D.dwg"" target=""_blank"">3D</a></p>
",,3996.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",600.0,738.0,920.0,/wp-uploads/comcater/brema/CB640A.jpg,Brand,BREMA,Height,920.0,Depth,600.0,Width,738.0
